,name,type,latitude,longitude
152,B-104 Church Camp Bunkhouse,Historic Building,30.5963679429955,-103.90205893036502
153,"HB-47 Hospital Laundry (Storehouse), IA",Historic Building,30.599220974933896,-103.895324262789
154,"HB-46 Hospital, IA",Historic Building,30.598776626632105,-103.895431984862
155,"HB-18 Officers/NCOs Quarters, IA",Historic Building,30.601491838476896,-103.89138124911
156,"HB-151 Kitchen For HB-18, IA",Historic Building,30.601554108519203,-103.891295391051
157,HB 20 Enlisted Mens Barracks  IA,Historic Building,30.5974420377253,-103.89171621733699
158,"HB-21 Enlisted Mens Barracks, IA",Historic Building,30.5980659141492,-103.891598139257
159,"HB-1 Lieutenants Quarters, IA",Historic Building,30.597472274745805,-103.89346835552799
160,"HB-2 Captains Quarters, IA",Historic Building,30.5976663958777,-103.89341025048799
161,"HB-3 Lieutenants Quarters, IA",Historic Building,30.5978586530083,-103.89333955044
162,"HB-4 Lieutenants  Quarters, IA",Historic Building,30.598058573144197,-103.893291786408
163,"HB-5 Captains Quarters, IA",Historic Building,30.598245739271302,-103.893258279385
164,"HB-6  Lieutenants Quarters, IA",Historic Building,30.598446018407397,-103.893196215343
165,"HB-7 Commanding Officers Quarters, IA",Historic Building,30.5986887635723,-103.89317873233101
166,"HB-8 Lieutenants Quarters, IA",Historic Building,30.598898255714698,-103.893082011265
167,"HB-9 Captains Quarters, IA",Historic Building,30.5990875868433,-103.89304557323999
168,"HB-10 Lieutenants Quarters, IA",Historic Building,30.599288378979697,-103.892974369192
169,"HB-277 Kitchen For HB-12, IA",Historic Building,30.5996809662465,-103.893100734278
170,"HB-12 Captains Quarters, IA",Historic Building,30.599677313244,-103.89288795713301
171,"HB-13 Lieutenants Quarters, IA",Historic Building,30.5998779983804,-103.89281809708599
172,"HB-11 Lieutenants Quarters, IA",Historic Building,30.5994840471127,-103.89292729816
173,"HB-37 New Commissary Storehouse, IA",Historic Building,30.5998487243605,-103.89009223923401
174,"HB-39 Forage House, IA",Historic Building,30.599687345250896,-103.889281329683
175,Replica Stable Building (Located within HB-40 Footprint),Historic Building,30.5990621728261,-103.88978862902799
176,Tack Building (1940's Building within HB-40),Historic Building,30.599058221823398,-103.889514219841
177,"HB-41 Childs Building, IA",Historic Building,30.597795259965302,-103.888940120451
178,"HB-14 Officers/NCOs Quarters, IA",Historic Building,30.598869137694898,-103.882599772143
179,Warren Barn,Historic Building,46.4089309328889,-112.735940258572
180,Ice HOuse,Historic Building,46.408519986609605,-112.738923525599
181,Granary,Historic Building,46.4087485017649,-112.73872500646401
182,Oxen Barn,Historic Building,46.4089724479171,-112.738519003324
183,Draft Horse Barn,Historic Building,46.408893832863704,-112.73862140339399
184,Dairy,Historic Building,46.4088197008133,-112.738396450241
185,Coal Shed,Historic Building,46.4083544934972,-112.739097165717
186,Buggy Shed,Historic Building,46.4084559205661,-112.73948168197799
187,Bunkhouse Row,Historic Building,46.408550600630505,-112.738518745324
188,Horse Barn,Historic Building,46.409071264984206,-112.738219810121
189,Stallion Barn,Historic Building,46.40849726859421,-112.739805622198
190,Chicken House,Historic Building,46.408680922719,-112.740164877442
191,Brooding House,Historic Building,46.4086848907217,-112.739991333324
192,Feed Storage,Historic Building,46.4087754297832,-112.74100085201
193,Stock Shelter,Historic Building,46.408597759662506,-112.741009618016
194,Stock Shelter,Historic Building,46.408617338675796,-112.74043841262801
195,Stock Shelter,Historic Building,46.40868199471971,-112.7412804442
196,Warren House,Historic Building,46.4077470940845,-112.73645449292101
197,Garage/Blacksmith,Historic Building,46.4080987663235,-112.739270568835
198,Stallion Barn,Historic Building,46.408076031308,-112.73976081316799
199,Thoroughbred Barn,Historic Building,46.4079133881975,-112.739689844119
200,Ranch House,Historic Building,46.4082723494414,-112.73878089350201
201,Kelly Cemetery,Cemetery / Graveyard,43.63272289558601,-110.607619485478
202,Moran Cemetery,Cemetery / Graveyard,43.868166766559,-110.56754585424999
203,Pinery Station Ruins,Historic Ruins,31.8941496527771,-104.817235499184
204,Frijole Ranch Museum,Museum,31.907780753038804,-104.801152131256
205,Pratt Cabin,Historic Cabin,31.9836334315772,-104.780652042327
206,Hunter Line Shack,Historic Cabin,31.9695137179835,-104.78875076183
207,Williams Ranch,Historic Cabin,31.883134234292697,-104.88519028135599
208,Cox Cabin,Historic Cabin,31.9710992630608,-104.886618328327
209,McBride House,Historic Building,35.54157915503411,-101.729226808027
210,Lyndon B. Johnson Boyhood Home - 1920s,Historic Building,30.275543546010297,-98.4104797800947
211,Withers & Spauldings General Store,Historic Building,30.2764382276183,-98.4118286760112
212,Sam and Eliza Johnson Cabin - 1860s,Historic Building,30.274182064085302,-98.4167961273864
213,Bruckner Barn - 1884,Historic Building,30.274279353151396,-98.41726014970159
214,James Polk Johnson Barn - 1875,Historic Building,30.274878741558698,-98.41757153891321
215,James Polk Johnson - Windmill and Cooler House,Historic Building,30.2752007527774,-98.4171477486253
216,Sauer-Beckmann Living History Farm,Historic Building,30.2363773203987,-98.62331521570641
217,Danz Cabins,Historic Building,30.2357632319815,-98.63520812678709
218,Junction School,Historic Building,30.2435077762436,-98.6064195862266
219,Lyndon Johnson Birthplace,Historic Building,30.241577579932102,-98.61012371574341
220,Johnson Family Cemetery - Graves of Lyndon and Lady Bird Johnson,Cemetery / Graveyard,30.2396658826332,-98.61046435697479
221,Sam and Eliza Johnson Farmhouse,Historic Building,30.238750573011302,-98.6132270308519
222,Oriole Bailey House,Historic Building,30.239596365586,-98.61877115561892
223,Valley Irrigation System,Historic Building,30.2541104364475,-98.62087937105129
224,Former Barracks area holding military trailers during presidential years,Historic Site,30.2599511424161,-98.62248869614479
225,Show Barn,Historic Building,30.258968833748604,-98.6242643173512
226,Corrals,Historic Building,30.259603629179896,-98.6247551616847
227,Corrals,Historic Building,30.2585332804527,-98.6254525361585
228,Loading Chute,Historic Building,30.258982734758,-98.62529696805291
229,Ranch Foreman Home,Historic Building,30.257740935914303,-98.62478466570481
230,Historic Building,Historic Building,30.2548448879466,-98.6248141697249
231,Tetrahedron -  Air directional indicator for airstrip,Historic Building,30.254909759990696,-98.62356962587921
232,Lockheed JetStar and Cover Structure,Historic Building,30.2420711392674,-98.6253962101203
233,White House Communications Complex,Historic Building,30.241711977023396,-98.62485708575399
234,Secret Service Command Post,Historic Building,30.2415520909148,-98.62479003070841
235,Klein Maintenance Shop,Historic Building,30.2412346356991,-98.6252916050493
236,Carport,Historic Building,30.241262441717897,-98.62506898089799
237,Martin Barn,Historic Building,30.2411929266707,-98.62491341279221
238,East Gate,Historic Building,30.2395500215545,-98.62104566816429
239,Texas White House,Historic Building,30.2410168195511,-98.6245164455225
240,Pool Cabana,Historic Building,30.240840712431396,-98.62407656422371
241,Swimming Pool,Historic Building,30.2407920513983,-98.62426968335491
242,Friendship Stones,Historic Building,30.2411442646377,-98.62420531031108
243,Y-12 Building 9731,Historic Building,35.9861672411108,-84.2555172184628
244,Y-12 Building 9204-3,Historic Building,35.9842995688418,-84.25717508058929
245,West Cabin,Historic Building,36.8630343769008,-112.74022041748002
246,Winsor Castle,Historic Building,36.8632498760472,-112.73961100006599
247,East Cabin,Historic Building,36.863572389266295,-112.739415347933
248,Berg's Mill,Historic Site,29.3353807552139,-98.45649672636101
249,Ashley Road Bridge,Historic Site,29.334602247684998,-98.4560461900549
250,Quarai Museum,Museum,34.5952072930189,-106.29752032896799
251,Abo Mission,Historic Ruins,34.4503235865772,-106.37526196079
252,Gran Quivira Mission,Historic Ruins,34.2597147550674,-106.09232651054899
253,Quarai Mission,Historic Ruins,34.596080714612306,-106.29594671589899
254,Battle of the Washita,Battlefield Marker,35.61731629749389,-99.7000826053192
255,White Sands National Monument Historic District,Historic Building,32.7795790393848,-106.172332802909
256,Zion Human History Museum,Museum,37.2095376143334,-112.980308197608
257,Museum of the National Park Ranger,Museum,44.737813889443395,-110.696945777171
258,Museum of the National Park Ranger,Museum,44.7377908884278,-110.69684867710501
259,Fishing Bridge Museum,Museum,44.5629838776546,-110.377637478216
260,Norris Geyser Basin Museum,Museum,44.7264873897475,-110.703533277647
261,Bent's Old Fort,Historic Ruins,38.0404923179281,-103.42956426732701
262,Gifford House (store and museum),Historic Building,38.2837568312149,-111.24738100916599
263,Pendleton Barn,Historic Building,38.2832926668996,-111.246469337546
264,Fruita Schoolhouse,Historic Building,38.2881098011725,-111.24813515767799
265,Behunin Cabin,Historic Cabin,38.282180594143895,-111.170620506011
266,Cedar Guest House (Private),Historic Building,30.239200119316695,-98.617923578043
267,Bethe House,Historic Building,35.88367295547071,-106.301836267901
268,Los Alamos History Museum,Museum,35.8824527066416,-106.30202288002701
269,Fuller Lodge,Historic Building,35.8820007153345,-106.302047310044
270,Bradbury Science Museum,Museum,35.881615271072604,-106.298591894696
271,Ashley Pond,Historic Site,35.880877996571705,-106.30282770957399
272,American Museum of Science and Energy,Museum,36.0103521455433,-84.2578946650783
273,B Reactor,Historic Building,46.630328300318006,-119.647461336626
274,Bruggemann's Warehouse,Historic Building,46.6391796113321,-119.716885247796
275,Allard Pump House,Historic Building,46.6445605489881,-119.618674312066
276,White Bluff's Bank,Historic Building,46.661386090420294,-119.47822816363998
277,Hanford High School,Historic Building,46.5878003874222,-119.387763687173
278,K-25 Gaseous Diffusion Process Building,Historic Building,35.9353824436049,-84.3946843810204
279,X-10 Graphite Reactor,Historic Building,35.9280412846169,-84.3174964275748
280,Slotin Building TA-18-1,Historic Building,35.840451740104,-106.26484515976699
281,Battleship Bunker - Magnetic Method TA-18-2,Historic Building,35.8420068131605,-106.268271683095
282,Pond Cabin TA-18-29,Historic Building,35.8397890986537,-106.26536755912201
283,Oak Ridge Public Library,Historic Building,36.013264676522205,-84.2593272230516
284,Midtown Community Center,Historic Building,36.0127582981781,-84.2652995641095
285,Alexander Inn,Historic Building,36.0291067242861,-84.2420131092875
286,Chapel on the Hill,Historic Building,36.029671507669896,-84.2428461678535
287,Y-12 East Guard House,Historic Building,35.9992870630251,-84.2427412427822
288,K-25 West Guard House,Historic Building,35.9803061951285,-84.334314616002
289,Back Gate Guard Station,Historic Building,35.834513505069204,-106.36093051405199
290,Front Hill Guard Station,Historic Building,35.8755825709737,-106.25553279144
291,Cemesto Homes,Historic Site,36.0339787095964,-84.24659920740349
292,The Reach Museum,Museum,46.236155414496004,-119.21671467695299
293,Wupatki Pueblo,Historic Ruins,35.521145264150206,-111.372830062402
294,Wukoki Pueblo,Historic Ruins,35.530169655281796,-111.32899107361601
295,Nalakihu and Citadel Pueblos,Historic Ruins,35.5661400887221,-111.471060589146
296,Box Canyon Pueblo,Historic Ruins,35.5778448106749,-111.469671206202
297,Mission Church,Historic Ruins,31.568603524583896,-111.050895332663
298,Storeroom,Historic Ruins,31.5688828357736,-111.05080912860399
299,Convento Fragment,Historic Ruins,31.5685055225172,-111.05051562640499
300,Jesuit Church Foundation,Historic Marker,31.5686711436298,-111.05051112440201
301,Mortuary Chapel,Historic Ruins,31.5688666007626,-111.05091657467699
302,Oppenheimer House,Historic Building,35.884020733707,-106.30170852581399
303,East Benton County Historical Society Museum,Museum,46.203638052402,-119.120542890609
304,Franklin County Historical Museum,Museum,46.232798488215195,-119.09310279596501
305,Stone Power House,Historic Building,35.8828412879056,-106.30273052250799
306,Teel Cemetery,Cemetery / Graveyard,30.2582799942806,-94.5120358292853
307,Stronghold House,Historic Ruins,37.3833879344566,-109.075668053589
308,Unit House,Historic Ruins,37.3840810819275,-109.076925641443
309,Tower Point,Historic Ruins,37.3841403359678,-109.07798690016399
310,Hovenweep House,Historic Ruins,37.3858625471379,-109.081328014435
311,Square Tower,Historic Ruins,37.385847930128,-109.081067016257
312,Hovenweep Castle,Historic Ruins,37.3858587461354,-109.08057745792499
313,Rimrock House,Historic Ruins,37.3833007273973,-109.077451453801
314,Twin Towers,Historic Ruins,37.3831775413136,-109.076978548479
315,Eroded Boulder House,Historic Ruins,37.383359100437005,-109.077117940574
316,Cajon Ruins,Historic Ruins,37.299212286263206,-109.18429584739599
317,Holly Ruins,Historic Ruins,37.399614244481604,-109.04190820865101
318,Horseshoe Tower,Historic Ruins,37.408130369267894,-109.031395402508
319,Cutthroat Ruins,Historic Ruins,37.4428973358904,-108.98275740346001
320,Hackberry Cave Ruins,Historic Ruins,37.4079372861367,-109.024537151848
321,Historic Lime Kiln,Historic Ruins,31.569543614222603,-111.05100197273501
322,Compuerta and Historic Acequia,Historic Ruins,31.568618940594302,-111.04981979993201
323,Calabazas Church Ruin,Historic Ruins,31.4525461427283,-110.959488388556
324,Courtyard Garden,Historic Marker,31.567670507949902,-111.050965398711
325,Guevavi Mission Ruins,Historic Ruins,31.410070618868197,-110.90198044648199
326,Cemetary,Historic Site,31.569044396883395,-111.05096498771002
327,Vernita Ferry Crossing,Historic Site,46.64181259812101,-119.727165574781
328,Museum of the Cherokee Indian,Museum,35.4846242283359,-83.3164184523894
329,The Guest House (Alexander Inn),Historic Marker,36.0289472331777,-84.2412030987371
330,Midway Gatehouse,Historic Building,35.9993495090675,-84.2427413497822
331,American Museum of Science and Energy,Museum,36.0125926530656,-84.2526220724957
332,New Bethel Baptist Church,Historic Building,35.93375095149639,-84.3052180832323
333,X-10 Graphite Reactor,Historic Building,35.9283291768126,-84.3175012025781
334,Turnpike Gatehouse,Historic Building,35.9802034470587,-84.3344034650623
335,K-25 Portal Checkpoint,Historic Building,35.9312452087938,-84.39031477105151
336,K-25 Slab,Historic Building,35.9320368393317,-84.39212090127859
337,Small Portal,Historic Building,35.931215608773705,-84.3924300314887
338,Battleship Bunker - Creutz Test TA-18-5,Historic Building,35.838812021989796,-106.269639598024
339,Los Alamos Little Theatre,Historic Building,35.8841660628058,-106.299506562318
340,Women's Army Corps Dorm,Historic Building,35.885416392655294,-106.299805578521
341,Ancestral Pueblo Site,Historic Ruins,35.8829248769624,-106.30143808663
342,Q-Site TA-14-6,Historic Site,35.848243373398,-106.317740185706
343,The Concrete Bowl TA-6-37,Historic Building,35.8620533407812,-106.323565483665
344,K-Site  TA-11-1; TA11-2; TA11-3,Historic Site,35.8385317947995,-106.325318684856
345,The Quonset Hut TA-22-1,Historic Building,35.8605530417618,-106.333729681571
346,V-Site  TA-16-516 and TA-16-517,Historic Site,35.8445629448973,-106.34565707967501
347,S-Site  TA-16-58,Historic Building,35.8413733357301,-106.34567948069001
348,Gun Site TA-8-1;  TA-8-2;  TA-8-3;  TA-8-172,Historic Site,35.8582566632015,-106.347472778908
349,Trinity Test Site,Historic Site,33.677299211343396,-106.47540612483299
350,Sacajawea State Park,Historic Site,46.198947959215296,-119.03927337838999
351,Morning Star Baptist Church,Historic Building,46.228201959092,-119.071779734477
352,Kurtzman Park,Historic Site,46.2313128012057,-119.075579865059
353,Gold Coast Historic District,Historic Marker,46.299986395866206,-119.26810551587099
354,Riverside Park (Howard Amon Park),Historic Site,46.274839787780294,-119.27021642130501
355,Dyer Building (Allied Arts),Historic Building,46.274631762638904,-119.272520262871
356,Gress's Meat Market (Frost Me Sweet),Historic Building,46.2754391621875,-119.274084657934
357,Richland Players Community Theater,Historic Building,46.273666873983295,-119.274354338117
358,C.C. Anderson Department Store (Ariel Gifts),Historic Building,46.2745481555821,-119.27481882643299
359,Richland Laundry and Alphabet Homes,Historic Site,46.273204308669,-119.27755022028799
360,Historic Resthaven Cemetery,Historic Site,46.286607630776,-119.280857430535
361,Fuel Fabrication 300 Area,Historic Site,46.370273652623,-119.283176799111
362,Rodney Block Park,Historic Site,46.2847612025214,-119.291788193962
363,T Plant,Historic Building,46.561201065349294,-119.61930039849199
364,Prosser Cemetery ,Historic Site,46.204495231984396,-119.754787828549
365,Castle Williams,Historic Site,40.6928241480629,-74.0193198484478
366,Battery Catlin,Historic Site,40.606918765694296,-74.05677954189991
367,Appomattox Manor,Historic Site,37.3167872482045,-77.2773815231476
368,Battery Duane,Historic Site,40.6041197657925,-74.0555765430826
369,Battery Weed,Historic Site,40.6054757657138,-74.0542035431496
370,Osceola #13 Shaft,Historic Building,47.229162752197894,-88.45932345675159
371,Keweenaw Heritage Center at St. Annes,Historic Building,47.2441573493859,-88.4527932583147
372,Carver Discovery Center,Museum,36.9849357717271,-94.3518599124532
373,Freeman Grave Site,Cemetery / Graveyard,40.2864245579335,-96.8271229482781
374,Maritime,Museum,46.67771917451779,-85.9723814059914
