,name,type,latitude,longitude
2697,Restroom,Restroom,25.142850247586498,-80.9225703748821
2698,Store,Store,36.4880144560924,-84.6974375197269
2699,Sugarlands Riding Stables Comfort Station,Restroom,35.69080747042771,-83.5317769097153
2700,Coquina Comfort Station,Restroom,35.832024858378205,-75.55863792734209
2701,Museum of North Carolina Minerals,Visitor Center,35.854124978394296,-82.05143903689529
2702,North Nest Key Idle Speed,Regulatory Sign,25.1516039585342,-80.51359562100299
2703,Restroom,Restroom,34.7605186893402,-76.4108588363862
2704,Vicksburg Visitor Center,Visitor Center,32.3441811555524,-90.8516615382329
2705,Trunk Bay,Restroom,18.3526056919344,-64.7682418317751
2706,Restroom,Restroom,34.623896447511804,-76.5232256637341
2707,Restroom,Restroom,34.8995566178099,-76.2555885048873
2708,Information,Information,35.069783134470896,-76.06395258167959
2709,Cosby Campground Comfort Station,Restroom,35.7540969444299,-83.20864950116541
2710,Ridgeland Information Cabin Restrooms,Restroom,32.426213010289196,-90.12588943110491
2711,Sugarlands Visitor Center,Visitor Center,35.685622470904704,-83.5365984089913
2712,Restroom,Restroom,30.856126288489104,-81.4649159673805
2713,Visitor Center,Visitor Center,32.4571423003042,-85.68036554658029
2714,James River Visitor Center,Visitor Center,37.5551613211685,-79.3658897411908
2715,Book Store,Gift Shop,33.7552129112822,-84.37125497610121
2716,Information,Information,34.8991604775408,-76.2558150330412
2717,Chalmette,Visitor Center,29.942129235471,-89.9943466857278
2718,Toilet,Restroom,25.7063759214757,-81.3526471030991
2719,Lookout Mountain Battlefield Visitor Center,Visitor Center,35.0096553836169,-85.3438574249389
2720,Marina Store,Store,25.1429036476227,-80.92260607490641
2721,Northwest Trading Post Gift & Craft Shop,Store,36.3438713501539,-81.37602090898041
2722,Cosby Campground Comfort Station,Restroom,35.7520173440169,-83.20633570159329
2723,Jeff Busby Picnic Area Comfort Station,Restroom,33.415133572214195,-89.2664191121352
2724,Cosby Campground Comfort Station,Restroom,35.7521802441276,-83.2078426006172
2725,Mud Creek No Entry,Regulatory Sign,25.203130348544,-80.58334636939541
2726,North Nest Key Idle Speed,Regulatory Sign,25.149037269790302,-80.5150617909992
2727,Everglades National Park Exhibit,Information Board,25.2146245953538,-80.850365052822
2728,Cosby Campground Comfort Station,Restroom,35.7549951440402,-83.2116772002227
2729,Fort Jefferson Boat Dock Office,Office,24.6273168013057,-82.87224314559309
2730,OI BD Ocracoke Campground Fee Kiosk,Information,35.1258397175587,-75.9220865232883
2731,Cades Cove Campground Comfort Station,Restroom,35.6028172986425,-83.77227224512059
2732,North Nest Key Wilderness Area,Regulatory Sign,25.1506571588909,-80.514334360505
