,name,type,latitude,longitude
73,Lindeman City Lower Warming Hut,Weather Shelter,59.785743958804595,-135.08045588162
74,Parks Canada Summer Ranger Station,Ranger Station,59.78492560824861,-135.080111990386
75,Bare Loon Covered Shelter,Weather Shelter,59.7964725900943,-135.036583374811
76,Bennett Warming Shelter,Weather Shelter,59.8459037406804,-135.00010591502598
77,Chilkoot Pass Parks Canada Patrol Cabin,Ranger Station,59.6975173778588,-135.236886507907
78,Summit Shelter,Shelter,59.6977595730234,-135.23661080972
79,Glacier Creek Emergency Shelter Cabin (Historic),Weather Shelter,61.45862356144771,-142.383341893588
80,Cross Road Medical Center,Hospital,62.1089974253462,-145.54081070994
81,Picnic Shelter,Shelter,59.4557129505641,-135.334154263996
82,Picnic Shelter,Shelter,59.45273650354179,-135.33595582622
83,Upper Dewey Lake Warming Shelter,Weather Shelter,59.4430783089795,-135.26951250307502
84,Pullen Pond Picnic Shelter,Shelter,59.45178505889529,-135.316792204199
85,Sheep Camp Warming Shelter,Weather Shelter,59.6588368035772,-135.267836623936
86,Happy Camp Ranger Cabin,Ranger Station,59.7381811404879,-135.177346000452
87,Singeak Emergency Shelter Cabin,Weather Shelter,66.515516667369,-164.722449999962
88,TA-49 Interagency Fire Center,Fire Station,35.8269827609524,-106.31759847861
89,Crooked Creek Ranger Station,Ranger Station,44.9586699195046,-108.290810494315
90,Ft Smith Contact Station,Ranger Station,45.30941924782229,-107.92031697658199
91,Horseshoe Bend Picnic Pavilion,Shelter,44.9587655255696,-108.263420082705
92,Horseshoe Bend Picnic Pavilion,Shelter,44.9587280155441,-108.263166917533
93,North Rim Ranger Station,Ranger Station,38.5870242532709,-107.70482648016599
94,East Portal Ranger Station,Ranger Station,38.525967978786,-107.649632610665
95,Campground Telephone,Telephone,38.282541460389204,-111.247079423961
96,Crater Rim Shelter,Shelter,36.7825109211889,-103.972082914943
97,Winter Ranger Station,Ranger Station,37.641917106114995,-112.822309488256
98,Picnic Table,Shelter,31.767644174822603,-106.45702566134399
99,Picnic Table,Shelter,31.7678072889335,-106.456954463296
100,Picnic Table,Shelter,31.7678799949828,-106.456774568174
101,Picnic Table,Shelter,31.765946616669197,-106.454694831761
102,Picnic Table,Shelter,31.765820924583803,-106.454666045741
103,Picnic Table,Shelter,31.7658163715807,-106.45456316667101
104,Picnic Table,Shelter,31.766620377126998,-106.45438354154899
105,Picnic Table,Shelter,31.7665833181018,-106.454284624482
106,Picnic Table,Shelter,31.766505046048604,-106.45428339948099
107,Veterans Lake Pavillion,Shelter,34.490328528758695,-96.9831588102972
108,Buckhorn Pavillion,Shelter,34.4369619784986,-97.01020185967171
109,Platte,Ranger Station,34.501693977481,-96.9717445035417
110,Buckhorn,Ranger Station,34.4380132552129,-97.008180080298
111,The Point,Ranger Station,34.450706251837204,-97.01935022188749
112,Reso,Ranger Station,34.4969937692874,-96.98108954689121
113,Devils Kitchen Picnic Shelter,Shelter,39.0328458131857,-108.633764782336
114,Book Cliffs View Shelter,Shelter,39.103998558530606,-108.72744795799
115,Campground Loop C Shelter,Shelter,39.1045002778715,-108.728618425785
116,Visitor Center Picnic Shelter,Shelter,39.100703729291894,-108.734701674918
117,Lodore Ranger Station,Ranger Station,40.727333136510204,-108.88699141839199
118,Echo Park Ranger Station,Ranger Station,40.519259097133705,-108.987272507528
119,Ranger Station,Ranger Station,35.0363885077808,-108.33644860232401
120,Saint Johns Medical Center,First Aid Station,43.480336824046795,-110.751177381019
121,Bridger-Teton National Forest - Forest Supervisor's Office,Ranger Station,43.4837782253851,-110.761793977232
122,White Grass Ranger Station,Ranger Station,43.6553517089612,-110.78183744485099
123,Buffalo Fork Ranger Station,Ranger Station,43.8432924646581,-110.51106167087099
124,Moran Entrance Station,Ranger Station,43.8439768651231,-110.512127870596
125,Jenny Lake Ranger Station,Ranger Station,43.7522220927801,-110.72222944135
126,Morefield Ranger Station,Ranger Station,37.2976153091781,-108.41488252361601
127,Ranger Station,Ranger Station,37.195788339991495,-108.53744478389099
128,Shelter,Shelter,34.8092113294246,-109.85827707733499
129,Shelter,Shelter,34.9393080938192,-109.75648996917499
130,Shelter,Shelter,34.892428950967,-109.794331680887
131,Shelter,Shelter,34.8644365949475,-109.79100866562901
132,Tornado Shelter,Weather Shelter,38.544508820383705,-102.503458548081
133,Shade Structure,Shelter,38.549491710769296,-102.51143584550199
134,South Campground,Telephone,37.2042855547649,-112.983483332766
135,Visitor's Center,Telephone,37.200006709857604,-112.9876545986
136,Moran Fire Hall,Fire Station,43.841997964778606,-110.508030371812
137,Bechler Ranger Station,Ranger Station,44.1497450808782,-111.04632260555599
138,Bridge Bay Ranger Station,Ranger Station,44.533347686518205,-110.439689368377
139,Canyon Ranger Station,Ranger Station,44.7362777703997,-110.490945622203
140,East Entrance Ranger Station,Ranger Station,44.489054453423,-110.00483757091601
141,Grant Ranger Station,Ranger Station,44.3862665115835,-110.564490468174
142,Madison Junior Ranger Station,Ranger Station,44.6422177134903,-110.862102559387
143,Mammoth Ranger Station,Ranger Station,44.97703296398151,-110.700522333601
144,Norris Ranger Station,Ranger Station,44.7377409893938,-110.69459647757499
145,Northeast Entrance Ranger Station,Ranger Station,45.00455899968411,-110.01168937757099
146,Old Faithful Ranger Station,Ranger Station,44.456876628559705,-110.831790296791
147,South Entrance Ranger Station,Ranger Station,44.1360579475785,-110.666368589395
148,Tower Junction Ranger Station,Ranger Station,44.9163241457327,-110.419965304976
149,West Entrance Ranger Station,Ranger Station,44.656593632257994,-111.089900509165
150,Lake Ranger Station,Ranger Station,44.5510609805535,-110.394665474786
151,Deerlodge Ranger Station,Ranger Station,40.44554847305071,-108.514706171442
152,Timber Creek Campground,Ranger Station,40.3795767892261,-105.850772704424
153,Moraine Park Campground,Ranger Station,40.3604817932519,-105.598397568947
154,Longs Peak Ranger Station,Ranger Station,40.2723501803707,-105.556928301771
155,Longs Peak Ranger Station,Ranger Station,40.2721308972216,-105.55687870773701
156,La Poudre Pass (Long Draw),Ranger Station,40.4755733044512,-105.825426565203
157,Glacier Basin Campground,Ranger Station,40.329856723443605,-105.595436867935
158,Mill Creek,Ranger Station,40.344386574316,-105.59234073683201
159,Fall River Entrance,Ranger Station,40.4053435497334,-105.593435136575
160,Fall River Entrance,Ranger Station,40.405357213742704,-105.59323154043699
161,Wild Basin Ranger Station,Ranger Station,40.20847430797,-105.566443653236
162,WEST LAKES,Ranger Station,48.5006117830877,-113.980730403348
163,ST MARY,Ranger Station,48.7386606718308,-113.429586785872
164,East Glacier,Ranger Station,48.4472353428209,-113.224254438358
165,Apgar Ranger Station,Ranger Station,48.527528907376606,-113.99182953889
166,GOATHAUNT,Ranger Station,48.95795361983,-113.89226259023899
167,BELLY RIVER,Ranger Station,48.9315491348894,-113.71187200367201
168,LAKE MCDONALD,Ranger Station,48.63997686377971,-113.87538705277201
169,FISH CREEK,Ranger Station,48.5476231080297,-113.985485990579
170,KINTLA,Ranger Station,48.9344589978665,-114.34383052805799
171,BOWMAN,Ranger Station,48.8306859433576,-114.20229386688999
172,LOGGING,Ranger Station,48.697586888923,-114.19298854056801
173,CUT BANK,Ranger Station,48.6059868176851,-113.37708215119801
174,TWO MEDICINE,Ranger Station,48.4862126013041,-113.36704848838001
175,WALTON,Ranger Station,48.273736571936595,-113.603395532967
176,1913 RANGER STATION,Ranger Station,48.737863442289,-113.43713642600201
177,MANY GLACIER,Ranger Station,48.797066289514596,-113.673023313276
178,Diablo East,Ranger Station,29.4767472832658,-101.01547372306601
179,Ranger Station,Ranger Station,29.701463050949698,-101.318390581883
180,Visitor Center Telephone,Telephone,38.291370464387995,-111.26188340401899
181,Grand Teton Medical Clinic,First Aid Station,43.878504566583096,-110.57383255052099
182,Dog Canyon Ranger Station,Ranger Station,31.996305253187103,-104.83340867417299
183,Rainbow Overlook Shelter,Shelter,37.475587791102,-112.240159091712
184,Jacob Lake Ranger Station,Ranger Station,36.706766270724,-112.22920095826599
185,Lees Ferry Ranger Station,Ranger Station,36.8642500517268,-111.602316653328
186,Wahweap Ranger Station,Ranger Station,36.9943208141037,-111.491473547015
187,Hall's Crossing Ranger Station,Ranger Station,37.4729627123184,-110.72067519329399
188,Hans Flat Ranger Station,Ranger Station,38.255089331736706,-110.179846654826
189,Everett,Ranger Station,41.204830157947,-81.57234173837121
190,Coonrad,Ranger Station,41.2814102439796,-81.57204423116909
191,Gulpha Gorge,Ranger Station,34.5242957628378,-93.036323443608
192,Crane Lake,Ranger Station,48.2697448942245,-92.48992147235359
193,Pulltite,Ranger Station,37.3335380595859,-91.4774244624094
194,Quarry Bay,Ranger Station,46.9226684419494,-90.60977924888529
195,Raspberry Island,Ranger Station,46.9702568492834,-90.80438218310879
196,Rocky Island,Ranger Station,47.0301018309453,-90.67599471187559
197,Round Spring,Ranger Station,37.280414567491,-91.40689078648509
198,Sand Point,Ranger Station,46.4524650484682,-86.60710893725891
199,South Twin Island,Ranger Station,47.032951328881396,-90.65129071909041
200,Squire Rich,Ranger Station,41.30968474119071,-81.6233672130406
201,State Park,Ranger Station,41.657478352500206,-87.05992873992871
202,Trego,Ranger Station,45.9047050722911,-91.8163374376849
203,Manitou Fish Camp,Ranger Station,46.95531804213321,-90.6767638233982
204,Little Sand Bay,Ranger Station,46.9458249586831,-90.8895790609961
205,Sand Island,Ranger Station,46.980822757462505,-90.9353486420944
206,Buffalo Point Ranger Station,Ranger Station,36.0788561470885,-92.5738099593519
207,Buffalo Point Lower Contact Station,Ranger Station,36.0737143465949,-92.5566631637014
208,Steel Creek Information Station,Ranger Station,36.038523991684706,-93.33832375680299
209,Akers,Ranger Station,37.3756523572006,-91.5527190375686
210,Platte River Campground Office and Ranger Station,Ranger Station,44.7153693891934,-86.11929479981221
211,Park Headquarters,Ranger Station,47.242368949170796,-88.44803385908091
212,Great Falls Ranger Station,Ranger Station,39.000664258319794,-77.24713537359679
213,First Aid,First Aid Station,38.9370999061308,-77.26542679702492
214,Ranger Station,Ranger Station,38.979210297742895,-76.89750711404079
215,Ranger Contact Station,Ranger Station,38.20836548799,-75.15288593265271
216,Minute Man NHP Ranger Station Law Enforcement Office,Ranger Station,42.450730916478,-71.2937905265787
217,Race Point Ranger Station,Ranger Station,42.078799953768396,-70.2202952001891
218,Valley Forge Ranger Station,Ranger Station,40.0982628510865,-75.4193530017046
219,Cowen House,Ranger Station,41.4587934295031,-74.8940094377583
220,Milanville Office,Ranger Station,41.672827489929105,-75.0642826194509
221,Town of Eastham Police and Fire,Police,41.8307037361986,-69.9735403865308
222,Brooks,Ranger Station,37.7240105018936,-80.8893278972954
223,Loft Mountain,Ranger Station,38.2487221074105,-78.6705015397072
224,Simmons Gap,Ranger Station,38.3000411952794,-78.6204069516702
225,Swift Run Gap,Ranger Station,38.3585471810314,-78.54679857065679
226,Old Rag Fee Station,Ranger Station,38.5708420282758,-78.28678283798841
227,Lower Whiteoak Canyon Station,Ranger Station,38.539558837020394,-78.3493001214659
228,Skyland Resort - Office,Ranger Station,38.5923909269173,-78.38096410798009
229,Liberty Island Information Center,Ranger Station,40.6904454494467,-74.0464671398931
230,Bearfence Hut Shelter,Shelter,38.444175560211896,-78.47050718982041
231,South River Shelter,Shelter,38.3748148760846,-78.5218411766995
232,Blackrock Shelter,Shelter,38.2142866170132,-78.7429129199073
233,Byrd's Nest #2 Shelter,Shelter,38.555099835579796,-78.3957209050067
234,Byrd's Nest #3 Shelter,Shelter,38.6344308174814,-78.3236955220688
235,Byrd's Nest #4 Shelter,Shelter,38.7015024030534,-78.324920317901
236,Gravel Spring Shelter,Shelter,38.7639582874892,-78.2337078419264
237,Hightop Shelter,Shelter,38.3331880858011,-78.5582760694552
238,Indian Run Shelter,Shelter,38.82609297170679,-78.1643180597793
239,Loft Mtn Ivy Creek Shelter,Shelter,38.2648459043658,-78.6549418441351
240,Old Rag Shelter Pit Privy,Shelter,38.553535432516796,-78.3300077263576
241,Old Rag Shelter,Shelter,38.5540007328329,-78.3299148262945
242,Pass Mtn Shelter,Shelter,38.6766667081787,-78.31893192083209
243,Pinefield Shelter,Shelter,38.2906578989039,-78.645818244936
244,Ragged Run Shelter,Shelter,38.550164933226704,-78.32103392926041
245,Range View Shelter,Shelter,38.74341099352829,-78.2964528235586
246,Rock Spring Shelter,Shelter,38.553499636492504,-78.40824930051909
247,LE/Ranger Station,Ranger Station,40.4091455723167,-78.4581216634051
248,Independence Visitor Center,Ranger Station,39.95170653350829,-75.14996183266591
249,Grandview Visitor Center,Ranger Station,37.83165058703,-81.0648379365463
250,Gregg Barracks,Ranger Station,43.2105317247269,-75.45547851725009
251,Protection Office,Ranger Station,42.6445085811408,-71.3121087090251
252,Big Meadows Campground,Ranger Station,38.5286859416327,-78.4386510941757
253,Warner Valley Ranger Station,Ranger Station,40.4410612750019,-121.37872567793801
254,Summit Lake Ranger Station,Ranger Station,40.498122490772296,-121.42799847241699
255,Butte Lake Ranger Station,Ranger Station,40.5648887611368,-121.303440810786
256,Loomis Ranger Station,Ranger Station,40.5360978805748,-121.562297064666
257,Juniper Lake Ranger Station,Ranger Station,40.4505619934572,-121.29397870235701
258,Bear Valley Pay Phone,Telephone,38.0410933003365,-122.80003269965
259,Drakes Beach Pay Phone,Telephone,38.0280080004456,-122.961498700358
260,Point Reyes Lighthouse Pay Phone,Telephone,37.9965929001006,-123.019559699808
261,Tomales Point Pay Phone,Telephone,38.188969199811204,-122.954165600376
262,High Bridge Ranger Station,Ranger Station,48.3802817643291,-120.837787947397
263,Yosemite Medical Clinic,First Aid Station,37.7485866695919,-119.58278753168301
264,Cosby Knob Shelter,Shelter,35.7282719478831,-83.18199971005821
265,Little River Ranger Station,Ranger Station,35.688851970099,-83.5377539077764
266,Good Samaritan Hospital,Hospital,32.4168836599503,-87.02346103515059
267,Naval Live Oaks Picnic Area,Shelter,30.364721947602895,-87.1275657568848
268,First Aid Station,First Aid Station,35.0685377336246,-76.0575677843415
269,Look Rock Ranger Station,Ranger Station,35.6367792977181,-83.9362076955071
270,MtLeConte Shelter,Shelter,35.6531731738569,-83.43884103856979
271,Mount Collins Shelter,Shelter,35.5940747867024,-83.4710327334425
272,Shelter,Shelter,34.6532668424676,-76.55636015224749
273,Pecks Corner Shelter,Shelter,35.6507965692422,-83.30851857802179
274,Ranger Station,Ranger Station,35.8287229521348,-75.558807101457
275,Ranger Station,Ranger Station,30.364012649120998,-87.13078575607271
276,Kosciusko District Ranger Office,Ranger Station,33.0366279620375,-89.58036194744459
277,Shelter,Shelter,36.6008493867584,-83.6283064253026
278,First Aid Station,First Aid Station,34.6064785516771,-76.5355369610991
279,Lameshur,Ranger Station,18.322628051566,-64.7265471254455
280,Laurel Gap Shelter,Shelter,35.6653746611473,-83.1876812119185
281,U.S. Customs,Police,18.3320262499516,-64.7945399036434
282,Cades Cove Ranger Station,Ranger Station,35.6031320988564,-83.7766945441253
283,Gulf Coast Ranger Station,Ranger Station,25.8466945318156,-81.3863718390134
284,Ranger Station,Ranger Station,28.6446569608996,-80.683310066316
285,Balsam Mountain Campground Ranger Station,Ranger Station,35.5678850809077,-83.1754716206227
286,Port Gibson District Office,Ranger Station,31.9414655439261,-90.9729583256484
287,Catalooche Ranger Station,Ranger Station,35.6294947647686,-83.0933541418277
288,Mollies Ridge Shelter,Shelter,35.545838010927795,-83.79362634262979
289,Silers Bald Shelter,Shelter,35.564258098443396,-83.5682655065076
290,Spence Field Shelter,Shelter,35.5618183047856,-83.73267046021309
291,20 Mile Ranger Station,Ranger Station,35.4670030313631,-83.8778061228259
292,Ranger Station,Ranger Station,30.2340146277934,-88.66875183604841
293,Ranger Station,Ranger Station,30.3016369717396,-87.4127154796307
294,Shelter,Shelter,34.89809547781719,-76.257028931866
295,Ranger Station,Ranger Station,25.4643658430412,-80.3347388614782
296,Big Creek Ranger Station,Ranger Station,35.760191437570796,-83.1052620309185
297,Greenbrier Ranger Station,Ranger Station,35.7296735568354,-83.4060571442947
298,Ridgeland District Office,Ranger Station,32.4277648103435,-90.125509830847
299,Shelter,Shelter,34.6936787299256,-76.46958947729091
300,Davis Bayou,Ranger Station,30.3948326970617,-88.7851865971603
301,Oconaluftee Ranger Station,Ranger Station,35.55587878875,-83.3114780820326
302,Ranger Station,Ranger Station,30.211324143376302,-88.9721472541913
303,Leipers Fork Maintenance Office,Ranger Station,35.8940044754905,-87.02431748873249
304,Community Health Clinic,Clinic,18.3412990472521,-64.7744902100205
305,Davenport Gap Shelter,Shelter,35.769284536749204,-83.1234784252957
306,Dancy District Office,Ranger Station,33.6637337131264,-89.06147635488621
307,Double Spring Gap Shelter,Shelter,35.5652211960977,-83.5426068150737
308,Derrick Knob Shelter,Shelter,35.5664603009396,-83.6418403864983
309,Colbert Ferry Visitor Center,Ranger Station,34.833892128194,-87.9481311954205
310,Long point,Ranger Station,34.8991715775483,-76.2558418330594
311,Cherokee Maintenance Office,Ranger Station,34.758655146074,-88.0144923805098
312,Icewater Spring Shelter,Shelter,35.6298093769823,-83.386322555886
313,Elkmont Ranger Station,Ranger Station,35.6603965777649,-83.58377169704329
314,Abrams Creek Ranger Station,Ranger Station,35.6082914043619,-83.93596729734371
315,Ranger Station,Ranger Station,30.3184609631707,-87.2555145238201
316,Deep Creek Ranger Station,Ranger Station,35.4594385142233,-83.4350460529913
317,Cosby Ranger Station,Ranger Station,35.7775265393492,-83.2138282976842
318,Ranger Station,Ranger Station,30.3643702433639,-86.9672992019913
319,Tricorner Shelter,Shelter,35.693833658483896,-83.2566377897712
320,Historic Fire Station Number 6,Fire Station,33.755327911360304,-84.3718207764857
321,Kephart Shelter,Shelter,35.610142479619604,-83.3685354618004
322,Great Island,Ranger Station,34.7599649139639,-76.4129015907741
323,Russell Field Shelter,Shelter,35.5617844067626,-83.7665418502271
324,Maple Springs,Ranger Station,37.207256328783394,-86.1320188814576
325,Elliott Key Ranger Station,Ranger Station,25.452620143060603,-80.1960304022323
